"LoincNumber","ConsumerName"
"14605-0","Blood group antibodies test, Donor Blood"
"14575-5","Blood group antibody investigation, Blood"
"14576-3","Blood group antibody investigation, Blood"
"49057-3","Blood group antibody score, Blood"
"46271-3","Blood group antibody screen after Transfusion Reaction, Blood"
"14606-8","Blood group antibody screen, Blood"
"15343-7","Blood group antibody screen, Blood"
"30008-7","Blood group antibody screen, Blood"
"32638-9","Blood group antibody screen, Blood"
"75263-4","Blood group antibody screen, Blood"
"75264-2","Blood group antibody screen, Blood"
"75265-9","Blood group antibody screen, Blood"
"890-4","Blood group antibody screen, Blood"
"896-1","Blood group antibody screen, Blood"
"897-9","Blood group antibody screen, Blood"
"903-5","Blood group antibody screen, Blood"
"904-3","Blood group antibody screen, Blood"
"18273-3","Blood group antibody screen, Blood Product Unit"
"69369-7","Blood group antibody screen, Cord blood"
"18274-1","Blood group antibody screen, Donor Blood"
"891-2","Blood Group Antibody Screen.cell I, Blood"
"898-7","Blood Group Antibody Screen.cell I, Blood"
"894-6","Blood Group Antibody Screen.cell II, Blood"
"899-5","Blood Group Antibody Screen.cell II, Blood"
"892-0","Blood Group Antibody Screen.cell III, Blood"
"900-1","Blood Group Antibody Screen.cell III, Blood"
"895-3","Blood Group Antibody Screen.cells I+II+III, Blood"
"901-9","Blood Group Antibody Screen.cells I+II+III, Blood"
"50401-9","Blood group antibody titered, Blood"
"92514-9","Blood Group Antigen + Hemoglobin S Inferred Panel, Blood or tissue specimen"
"92552-9","Blood Group Antigen + Hemoglobin S Inferred Panel, Donor Blood or tissue specimen"
"43739-2","Blood group antigen, Blood Product Unit"
"5934-5","Blood group Antigens Absent, Blood Bag"
"905-0","Blood group Antigens Absent, Blood Product Unit"
"18276-6","Blood group Antigens Absent, Donor Red blood cells"
"93914-0","Blood group antigens panel, Red blood cells"
"74753-5","Blood group antigens present, Blood"
"74754-3","Blood group antigens present, Blood"
"906-8","Blood group antigens present, Blood"
"907-6","Blood group antigens present, Blood Product Unit"
"18275-8","Blood group antigens present, Donor Red blood cells"
"33062-1","Blood group antigens tested, Red blood cells"
"73694-2","Blood KOH test"
"53044-4","Blood or tissue specimen DNA marker identified panel Molgen test"
"85762-3","Blood pathogens panel, Infected blood"
"924-1","Blood product dispensed, Blood Product Unit"
"925-8","Blood product disposition, Blood Product Unit"
"72273-6","Blood product ordered, Blood Product Unit"
"928-2","Blood product reaction, Blood Product Unit"
"929-0","Blood product release time, Blood Product Unit"
"930-8","Blood product reservation, Blood Product Unit"
"931-6","Blood product source, Blood Product Unit"
"10390-3","Blood product special preparation, Blood Product Unit"
"932-4","Blood product type, Blood Bag"
"933-2","Blood product type, Blood Product Unit"
"52113-8","Blood product unit 1 expiration, Blood Product Unit"
"52112-0","Blood product unit 2 expiration, Blood Product Unit"
"52111-2","Blood product unit 3 expiration, Blood Product Unit"
"52110-4","Blood product unit 4 expiration, Blood Product Unit"
"935-7","Blood product unit expiration, Blood Product Unit"
"934-0","Blood Product Unit ID dose"
"936-5","Blood product unit, Blood Product Unit"
"43414-2","Blood product units available, Blood Product Unit"
"43412-6","Blood product units issued, Blood Product Unit"
"43413-4","Blood product units requested, Blood Product Unit"
"19071-0","Blood removed from patient, Blood"
"710-4","Blood smear finding positive, Blood"
"5909-7","Blood smear finding, Blood"
"60834-9","Blood temperature"
"75987-8","Blood temperature"
"34531-4","Blood type and Crossmatch panel, Blood"
"34532-2","Blood type and Indirect antibody screen panel, Blood"
"1270-8","Blood Unidentified antibody test"
"48704-1","Blood Unidentified cells test"
"44096-6","Blood Unidentified cells/per 100 white blood cells Auto test"
"44095-8","Blood Unidentified cells/per 100 white blood cells Manual Cnt test"
"44097-4","Blood Unidentified cells/per 100 white blood cells test"
"20435-4","Blood Unidentified extractable nuclear antibody Immune Diff test"
"31693-5","Blood Unidentified extractable nuclear antibody test"
"30899-9","Blood volume"
"53963-5","Blood, Urine"
"47227-4","Blood.dried, Stone"
"49499-7","Blood.dried, Stone"
"15582-0","Bloodworm allergy test"
"6047-5","Bloodworm allergy test"
"25368-2","Blue cheese allergy test"
"7203-3","Blue cheese allergy test"
"15869-1","Blue mussel allergy test"
"39596-2","Blue mussel allergy test"
"6048-3","Blue mussel allergy test"
"63085-5","Blue mussel IgG antibody"
"7519-2","Blue mussel IgG antibody"
"56327-0","Blue mussel IgG4 antibody"
"7520-0","Blue mussel triggered histamine release, Blood"
"21538-4","Blue spruce allergy test"
"19729-3","Blue vetch allergy test"
"25814-5","Blue vetch allergy test"
"25815-2","Blue vetch allergy test"
"15583-8","Blueberry allergy test"
"39609-3","Blueberry allergy test"
"7152-2","Blueberry allergy test"
"58035-7","Blueberry IgG antibody"
"7153-0","Blueberry IgG antibody"
"21115-1","Blueberry IgG RAST class"
"56196-9","Blueberry IgG4 antibody"
"7154-8","Blueberry triggered histamine release, Blood"
"31260-3","Bluetongue virus 10 antibody, Blood"
"43082-7","Bluetongue virus 10 antibody, Blood"
"23671-1","Bluetongue virus 10 neutralizing antibody, Blood"
"31261-1","Bluetongue virus 11 antibody, Blood"
"43081-9","Bluetongue virus 11 antibody, Blood"
"23672-9","Bluetongue virus 11 neutralizing antibody, Blood"
"31262-9","Bluetongue virus 13 antibody, Blood"
"43080-1","Bluetongue virus 13 antibody, Blood"
"23673-7","Bluetongue virus 13 neutralizing antibody, Blood"
"31263-7","Bluetongue virus 17 antibody, Blood"
"43079-3","Bluetongue virus 17 antibody, Blood"
"23674-5","Bluetongue virus 17 neutralizing antibody, Blood"
"31264-5","Bluetongue virus 2 antibody, Blood"
"43078-5","Bluetongue virus 2 antibody, Blood"
"23675-2","Bluetongue virus 2 neutralizing antibody, Blood"
"15455-9","Bluetongue virus antibody, Blood"
"15456-7","Bluetongue virus antibody, Blood"
"20699-5","Bluetongue virus antibody, Blood"
"22113-5","Bluetongue virus antibody, Blood"
"22872-6","Bluetongue virus antigen, Blood"
"22869-2","Bluetongue virus antigen, Specimen"
"22870-0","Bluetongue virus antigen, Specimen"
"22871-8","Bluetongue virus antigen, Specimen"
"22873-4","Bluetongue virus antigen, Specimen"
"31732-1","Bluetongue virus antigen, Specimen"
"20701-9","Bluetongue virus antigen, Tissue"
"20702-7","Bluetongue virus culture, Specimen"
"22868-4","Bluetongue virus neutralizing antibody, Blood"
"20698-7","Bluetongue virus serotype"
"22874-2","Bluetongue virus serotype, Specimen"
"20700-1","Bluetongue virus, Tissue"
"95211-9","Bluetongue virus/Negative Control, Blood"
"87756-3","BMPR1A and SMAD4 gene variant analysis, Blood or tissue specimen"
"75735-1","BMPR1A gene familial variant analysis, Blood or tissue specimen"
"95769-6","BMPR1A gene variant analysis, Blood or tissue specimen"
"53637-5","BOB1 antigen, Tissue"
"68383-9","Body fluid KOH test"
"34988-6","Body fluid Unidentified cells test"
"13528-5","Body fluid Unidentified cells/per 100 white blood cells Manual Cnt test"
"34985-2","Body fluid Unidentified cells/per 100 white blood cells test"
"91370-7","Body height Used for Drug Calculation"
"85298-8","Body structure included in specimen, Specimen"
"85303-6","Body structure of origin, Breast cancer specimen"
"8310-5","Body Temperature"
"79348-9","Body weight Used for Drug Calculation"
"58229-6","Body weight When specimen Taken, Measured"
"4143-4","Bolasterone dose"
"43859-8","Bolasterone, Specimen"
"3402-5","Bolasterone, Urine"
"3403-3","Bolasterone, Urine"
"3404-1","Bolasterone, Urine"
"44024-8","Boldenone, Specimen"
"5599-6","Boldenone, Urine"
"5600-2","Boldenone, Urine"
"5601-0","Boldenone, Urine"
"939-9","Bombay antibody, Blood"
"937-3","Bombay antibody, Blood Product Unit"
"938-1","Bombay antibody, Donor Blood"
"940-7","Bombay antigen, Blood Product Unit"
"941-5","Bombay antigen, Donor Red blood cells"
"942-3","Bombay antigen, Red blood cells"
"85738-3","Bombay phenotype, Blood Product Unit"
"85739-1","Bombay phenotype, Donor Red blood cells"
"85737-5","Bombay phenotype, Red blood cells"
"15354-4","Bombesin antigen, Tissue"
"10874-6","Bombesin, Blood"
"58478-9","Bombus sp IgG antibody"
"15013-6","Bone alkaline phosphatase, Blood"
"1777-2","Bone alkaline phosphatase, Blood"
"17838-4","Bone alkaline phosphatase, Blood"
"40797-3","Bone alkaline phosphatase, Blood"
"74996-0","Bone alkaline phosphatase, Blood"
"87480-0","Bone ash/Bone.total, Bone"
"43415-9","Bone marrow Unidentified cells/per 100 cells test"
"43892-9","Borate, Blood"
"5602-8","Borate, Blood"
"9367-4","Borate, Specimen"
"10910-8","Borate, Urine"
"5603-6","Borate, Urine"
"22875-9","Border Disease virus antibody, Blood"
"22876-7","Border Disease virus antibody, Blood"
"22877-5","Border Disease virus antibody, Blood"
"20704-3","Border Disease virus antigen, Blood"
"22882-5","Border Disease virus antigen, Blood"
"31733-9","Border Disease virus antigen, Blood"
"22879-1","Border Disease virus antigen, Specimen"
"22880-9","Border Disease virus antigen, Specimen"
"31734-7","Border Disease virus antigen, Specimen"
"20703-5","Border Disease virus antigen, Tissue"
"22881-7","Border Disease virus antigen, Tissue"
"22878-3","Border Disease virus neutralizing antibody, Blood"
"22885-8","Border Disease virus, Blood"
"22884-1","Border Disease virus, Tissue"
"15457-5","Bordetella avium antibody, Blood"
"15458-3","Bordetella avium antibody, Blood"
"22114-3","Bordetella avium antibody, Blood"
"22115-0","Bordetella avium antibody, Blood"
"31265-2","Bordetella avium antibody, Blood"
"95178-0","Bordetella avium antibody, Blood"
"95162-4","Bordetella avium/Positive Control, Blood"
"22886-6","Bordetella bronchiseptica antibody, Blood"
"22887-4","Bordetella bronchiseptica antibody, Blood"
"22888-2","Bordetella bronchiseptica antigen, Specimen"
"31735-4","Bordetella bronchiseptica antigen, Specimen"
"45271-4","Bordetella bronchiseptica, Nasopharynx"
"45294-6","Bordetella bronchiseptica, Specimen"
"80599-4","Bordetella holmesii fumC gene, Nasopharynx"
"88576-4","Bordetella holmesii hIS1001, Nasopharynx"
"86326-6","Bordetella holmesii hIS1001, Specimen"
"91840-9","Bordetella holmesii, Lower respiratory"
"62427-0","Bordetella holmesii, Specimen"
"91867-2","Bordetella holmesii, Throat"
"91817-7","Bordetella holmesii, Upper respiratory"
"10348-1","Bordetella parapertussis antibody, Blood"
"16473-1","Bordetella parapertussis antibody, Blood"
"51825-8","Bordetella parapertussis antibody, Blood"
"44019-8","Bordetella parapertussis antibody, Body fluid"
"38197-0","Bordetella parapertussis antigen, Nasopharynx"
"13916-2","Bordetella parapertussis antigen, Specimen"
"31736-2","Bordetella parapertussis antigen, Specimen"
"43879-6","Bordetella parapertussis culture, Nasopharynx"
"43925-7","Bordetella parapertussis culture, Specimen"
"51837-3","Bordetella parapertussis IgG antibody, Blood"
"53361-2","Bordetella parapertussis IgG antibody, Blood"
"69948-8","Bordetella parapertussis IgG antibody, Blood"
"56636-4","Bordetella parapertussis IgM antibody, Blood"
"92855-6","Bordetella parapertussis IS1001, Lower respiratory"
"97186-1","Bordetella parapertussis IS1001, Lower respiratory"
"87621-9","Bordetella parapertussis IS1001, Nasopharynx"
"86327-4","Bordetella parapertussis IS1001, Specimen"
"92856-4","Bordetella parapertussis IS1001, Upper respiratory"
"42588-4","Bordetella parapertussis, Nasopharynx"
"92129-6","Bordetella parapertussis, Respiratory"
"29723-4","Bordetella parapertussis, Specimen"
"91868-0","Bordetella parapertussis, Throat"
"91816-9","Bordetella parapertussis, Upper respiratory"
"100126-2","Bordetella pertussis Ab.IgG panel, Blood"
"78921-4","Bordetella pertussis and Bordetella parapertussis panel, Nasopharynx"
"90441-7","Bordetella pertussis and Bordetella parapertussis panel, Nasopharynx"
"41875-6","Bordetella pertussis and Bordetella parapertussis panel, Specimen"
"85809-2","Bordetella pertussis and parapertussis and holmesii panel, Specimen"
"11585-7","Bordetella pertussis antibody, Blood"
"16474-9","Bordetella pertussis antibody, Blood"
"22116-8","Bordetella pertussis antibody, Blood"
"31998-8","Bordetella pertussis antibody, Blood"
"5059-1","Bordetella pertussis antibody, Blood"
"6315-6","Bordetella pertussis antibody, Blood"
"6316-4","Bordetella pertussis antibody, Blood"
"20992-4","Bordetella pertussis antibody, Specimen"
"22117-6","Bordetella pertussis antibody, Specimen"
"31266-0","Bordetella pertussis antibody, Specimen"
"43381-3","Bordetella pertussis antibody, Specimen"
"6314-9","Bordetella pertussis antibody, Specimen"
"38198-8","Bordetella pertussis antigen, Nasopharynx"
"43909-1","Bordetella pertussis antigen, Nasopharynx"
"31737-0","Bordetella pertussis antigen, Specimen"
"550-4","Bordetella pertussis antigen, Specimen"
"43891-1","Bordetella pertussis antigen, Sputum"
"48741-3","Bordetella pertussis culture, Nasopharynx"
"43896-0","Bordetella pertussis culture, Pleural fluid"
"549-6","Bordetella pertussis culture, Specimen"
"43890-3","Bordetella pertussis culture, Sputum"
"548-8","Bordetella pertussis culture, Throat"
"44046-1","Bordetella pertussis Higashi-Hama antibody, Blood"
"41877-2","Bordetella pertussis IgA and IgG and IgM panel, Blood"
"55161-4","Bordetella pertussis IgA and IgG panel, Blood"
"29657-4","Bordetella pertussis IgA antibody, Blood"
"29672-3","Bordetella pertussis IgA antibody, Blood"
"42328-5","Bordetella pertussis IgA antibody, Blood"
"69366-3","Bordetella pertussis IgA antibody, Blood"
"9362-5","Bordetella pertussis IgA antibody, Blood"
"34941-5","Bordetella pertussis IgG and IgM panel, Blood"
"25331-0","Bordetella pertussis IgG antibody, Blood"
"25352-6","Bordetella pertussis IgG antibody, Blood"
"29659-0","Bordetella pertussis IgG antibody, Blood"
"29674-9","Bordetella pertussis IgG antibody, Blood"
"42330-1","Bordetella pertussis IgG antibody, Blood"
"69367-1","Bordetella pertussis IgG antibody, Blood"
"9363-3","Bordetella pertussis IgG antibody, Blood"
"25332-8","Bordetella pertussis IgM antibody, Blood"
"25353-4","Bordetella pertussis IgM antibody, Blood"
"29658-2","Bordetella pertussis IgM antibody, Blood"
"29673-1","Bordetella pertussis IgM antibody, Blood"
"42329-3","Bordetella pertussis IgM antibody, Blood"
"69368-9","Bordetella pertussis IgM antibody, Blood"
"9364-1","Bordetella pertussis IgM antibody, Blood"
"44047-9","Bordetella pertussis Yamaguchi antibody, Blood"
"94365-4","Bordetella pertussis, Lower respiratory"
"43913-3","Bordetella pertussis, Nasopharynx"
"92128-8","Bordetella pertussis, Respiratory"
"23826-1","Bordetella pertussis, Specimen"
"91869-8","Bordetella pertussis, Throat"
"91815-1","Bordetella pertussis, Upper respiratory"
"23827-9","Bordetella pertussis.filamentous hemagglutinin IgA antibody, Blood"
"24034-1","Bordetella pertussis.filamentous hemagglutinin IgA antibody, Blood"
"43880-4","Bordetella pertussis.filamentous hemagglutinin IgA antibody, Blood"
"23828-7","Bordetella pertussis.filamentous hemagglutinin IgG antibody, Blood"
"24033-3","Bordetella pertussis.filamentous hemagglutinin IgG antibody, Blood"
"43881-2","Bordetella pertussis.filamentous hemagglutinin IgG antibody, Blood"
"46253-1","Bordetella pertussis.filamentous hemagglutinin IgG antibody, Blood"
"23829-5","Bordetella pertussis.filamentous hemagglutinin IgM antibody, Blood"
"24035-8","Bordetella pertussis.filamentous hemagglutinin IgM antibody, Blood"
"43882-0","Bordetella pertussis.filamentous hemagglutinin IgM antibody, Blood"
"74766-7","Bordetella pertussis.pertussis toxin 100 IgG antibody, Blood"
"23830-3","Bordetella pertussis.pertussis toxin IgA antibody, Blood"
"24128-1","Bordetella pertussis.pertussis toxin IgA antibody, Blood"
"74765-9","Bordetella pertussis.pertussis toxin IgA antibody, Blood"
"23831-1","Bordetella pertussis.pertussis toxin IgG antibody, Blood"
"24127-3","Bordetella pertussis.pertussis toxin IgG antibody, Blood"
"33268-4","Bordetella pertussis.pertussis toxin IgG antibody, Blood"
"46254-9","Bordetella pertussis.pertussis toxin IgG antibody, Blood"
"69755-7","Bordetella pertussis.pertussis toxin IgG antibody, Blood"
"85684-9","Bordetella pertussis.pertussis toxin IgG antibody, Blood"
"23832-9","Bordetella pertussis.pertussis toxin IgM antibody, Blood"
"24129-9","Bordetella pertussis.pertussis toxin IgM antibody, Blood"
"94478-5","Bordetella pertussis.pertussis toxin promoter region, Lower respiratory"
"96962-6","Bordetella pertussis.pertussis toxin promoter region, Lower respiratory"
"80600-0","Bordetella pertussis.pertussis toxin promoter region, Nasopharynx"
"82179-3","Bordetella pertussis.pertussis toxin promoter region, Nasopharynx"
"24130-7","Bordetella pertussis.secretory IgA antibody, Specimen"
"31267-8","Bordetella pertussis.secretory IgA antibody, Specimen"
"69753-2","Bordetella pertussis+Bordetella parapertussis.filamentous hemagglutinin IgA antibody, Blood"
"69754-0","Bordetella pertussis+Bordetella parapertussis.filamentous hemagglutinin IgG antibody, Blood"
"92857-2","Bordetella pertussis+bronchiseptica+holmesii IS481, Lower respiratory"
"85360-6","Bordetella pertussis+bronchiseptica+holmesii IS481, Nasopharynx"
"85799-5","Bordetella pertussis+bronchiseptica+holmesii IS481, Specimen"
"92858-0","Bordetella pertussis+bronchiseptica+holmesii IS481, Upper respiratory"
"86325-8","Bordetella pertussis+parapertussis ptxS1 gene, Specimen"
"94392-8","Bordetella pertussis+parapertussis+bronchiseptica gidA gene, Lower respiratory"
"80601-8","Bordetella pertussis+parapertussis+bronchiseptica gidA gene, Nasopharynx"
"91839-1","Bordetella sp antigen, Lower respiratory"
"43360-7","Bordetella sp antigen, Specimen"
"91870-6","Bordetella sp antigen, Throat"
"91814-4","Bordetella sp antigen, Upper respiratory"
"91775-7","Bordetella sp culture, Lower respiratory"
"88582-2","Bordetella sp culture, Nasopharynx"
"6317-2","Bordetella sp culture, Specimen"
"91872-2","Bordetella sp culture, Throat"
"91777-3","Bordetella sp culture, Upper respiratory"
"91838-3","Bordetella sp, Lower respiratory"
"88583-0","Bordetella sp, Nasopharynx"
"62428-8","Bordetella sp, Specimen"
"63431-1","Bordetella sp, Specimen"
"91871-4","Bordetella sp, Throat"
"91813-6","Bordetella sp, Upper respiratory"
"69756-5","Bordetella species fila hemagg and Pertussis toxin IgA and IgG panel, Blood"
"62426-2","Bordetella species panel, Specimen"
"49112-6","Borna Disease virus antibody, Blood"
"38638-3","Boron oxide, Air"
"38639-1","Boron trifluoride, Air"
"52914-9","Boron, Blood"
"5604-4","Boron, Blood"
"5607-7","Boron, Blood"
"50827-5","Boron, Body fluid"
"5605-1","Boron, Body fluid"
"50828-3","Boron, Hair"
"77178-2","Boron, Hair"
"5606-9","Boron, Red blood cells"
"87479-2","Boron, Specimen"
"9368-2","Boron, Specimen"
"60060-1","Boron, Tissue"
"29921-4","Boron, Urine"
"29926-3","Boron, Urine"
"50829-1","Boron, Urine"
"50830-9","Boron, Urine"
"9331-0","Boron, Urine"
"29922-2","Boron/Creatinine, Urine"
"50831-7","Boron/Creatinine, Urine"
"50832-5","Boron/Creatinine, Urine"
"48360-2","Borrelia afzelii IgG antibody, Blood"
"87274-7","Borrelia afzelii+burgdorferi+garinii IgG and IgM panel, Blood"
"87275-4","Borrelia afzelii+burgdorferi+garinii IgG antibody, Blood"
"92810-1","Borrelia afzelii+burgdorferi+garinii IgG antibody, Blood"
"92814-3","Borrelia afzelii+burgdorferi+garinii IgG antibody, Blood"
