"Category","GroupId","Archetype","LoincNumber","LongCommonName"
"Document groups","LG38972-2","","88358-7","Mental health Alert"
"Document groups","LG38972-2","","96142-5","Mental health Evaluation note"
"Document groups","LG38972-2","","97709-0","Mental health Letter"
"Document groups","LG38973-0","","100522-2","Psychiatry Hospital Progress note"
"Document groups","LG38973-0","","100661-8","Psychiatry Outpatient Progress note"
"Document groups","LG38973-0","","101057-8","Psychiatry Telehealth Admission evaluation note"
"Document groups","LG38973-0","","28627-8","Psychiatry Progress note"
"Document groups","LG38973-0","","28628-6","Psychiatry Note"
"Document groups","LG38973-0","","28635-1","Psychiatry Initial evaluation note"
"Document groups","LG38973-0","","34102-4","Psychiatry Hospital Consult note"
"Document groups","LG38973-0","","34788-0","Psychiatry Consult note"
"Document groups","LG38973-0","","34789-8","Deprecated Psychiatry Note"
"Document groups","LG38973-0","","34790-6","Psychiatry Group counseling note"
"Document groups","LG38973-0","","34865-6","Psychiatry Counseling note"
"Document groups","LG38973-0","","57157-0","Psychiatry Referral note"
"Document groups","LG38973-0","","59259-2","Psychiatry Discharge summary"
"Document groups","LG38973-0","","68599-0","Psychiatry History and physical note"
"Document groups","LG38973-0","","68601-4","Psychiatry Outpatient Note"
"Document groups","LG38973-0","","78625-1","Psychiatry Flowsheet"
"Document groups","LG38973-0","","80765-1","Psychiatry Plan of care note"
"Document groups","LG38973-0","","83879-7","Psychiatry Administrative note"
"Document groups","LG38973-0","","83880-5","Psychiatry Admission evaluation note"
"Document groups","LG38973-0","","83883-9","Psychiatry Education note"
"Document groups","LG38973-0","","83884-7","Psychiatry Emergency department Note"
"Document groups","LG38973-0","","83885-4","Psychiatry Hospital Group counseling note"
"Document groups","LG38973-0","","83886-2","Psychiatry Hospital History and physical note"
"Document groups","LG38973-0","","83887-0","Psychiatry Hospital Note"
"Document groups","LG38973-0","","83888-8","Psychiatry Long term care facility Consult note"
"Document groups","LG38973-0","","83889-6","Psychiatry Medication management note"
"Document groups","LG38973-0","","83890-4","Psychiatry Outpatient Group counseling note"
"Document groups","LG38973-0","","83891-2","Psychiatry procedure note"
"Document groups","LG38973-0","","83892-0","Psychiatry Risk assessment and screening note"
"Document groups","LG38973-0","","83894-6","Psychiatry Telephone encounter Note"
"Document groups","LG38973-0","","83896-1","Psychiatry Triage note"
"Document groups","LG38973-0","","85872-0","Psychiatry Restraint note"
"Document groups","LG38973-0","","90716-2","Psychiatry Telehealth Note"
"Document groups","LG38973-0","","93899-3","Psychiatry Letter"
"Document groups","LG38973-0","","93967-8","Psychiatry Diagnostic study note"
"Document groups","LG38973-0","","97696-9","Psychiatry Evaluation note"
"Document groups","LG38974-8","","34794-8","Interdisciplinary Note"
"Document groups","LG38974-8","","75433-3","Interdisciplinary Education note"
"Document groups","LG38974-8","","81200-8","Interdisciplinary Plan of care note"
"Document groups","LG38974-8","","83951-4","Interdisciplinary Risk assessment and screening note"
"Document groups","LG38974-8","","84163-5","Interdisciplinary Patient's home Note"
"Document groups","LG38974-8","","84164-3","Interdisciplinary Patient's home Plan of care note"
"Document groups","LG38974-8","","84172-6","Interdisciplinary Hospital Plan of care note"
"Document groups","LG38974-8","","84186-6","Interdisciplinary Long term care facility Note"
"Document groups","LG38974-8","","84187-4","Interdisciplinary Long term care facility Plan of care note"
"Document groups","LG38974-8","","84361-5","Interdisciplinary Outpatient Note"
"Document groups","LG38975-5","","100486-0","Nephrology Outpatient Progress note"
"Document groups","LG38975-5","","100594-1","Nephrology Hospital Progress note"
"Document groups","LG38975-5","","34795-5","Nephrology Consult note"
"Document groups","LG38975-5","","34796-3","Nephrology Note"
"Document groups","LG38975-5","","57144-8","Nephrology Referral note"
"Document groups","LG38975-5","","78387-8","Nephrology Admission history and physical note"
"Document groups","LG38975-5","","78411-6","Nephrology Discharge instructions"
"Document groups","LG38975-5","","78419-9","Nephrology Discharge summary"
"Document groups","LG38975-5","","78423-1","Nephrology Discharge teaching note"
"Document groups","LG38975-5","","78430-6","Nephrology Education note"
"Document groups","LG38975-5","","78456-1","Nephrology Flowsheet"
"Document groups","LG38975-5","","78463-7","Nephrology History and physical note"
"Document groups","LG38975-5","","78468-6","Nephrology Initial evaluation note"
"Document groups","LG38975-5","","78474-4","Nephrology procedure note"
"Document groups","LG38975-5","","78480-1","Nephrology Progress note"
"Document groups","LG38975-5","","78490-0","Nephrology Transfer summary note"
"Document groups","LG38975-5","","80755-2","Nephrology Plan of care note"
"Document groups","LG38975-5","","84219-5","Nephrology Patient's home Note"
"Document groups","LG38975-5","","84220-3","Nephrology Hospital Note"
"Document groups","LG38975-5","","84221-1","Nephrology Hospital Transfer summary note"
"Document groups","LG38975-5","","84222-9","Nephrology Outpatient Note"
"Document groups","LG38975-5","","84224-5","Nephrology Telephone encounter Note"
"Document groups","LG38975-5","","89032-7","Nephrology Telehealth Consult note"
"Document groups","LG38975-5","","89898-1","Nephrology Telehealth Note"
"Document groups","LG38975-5","","93962-9","Nephrology Diagnostic study note"
"Document groups","LG38975-5","","96140-9","Nephrology Evaluation note"
"Document groups","LG38975-5","","96377-7","Nephrology Surgical operation note"
"Document groups","LG38976-3","","100488-6","Neurology Outpatient Progress note"
"Document groups","LG38976-3","","100596-6","Neurology Hospital Progress note"
"Document groups","LG38976-3","","34797-1","Neurology Consult note"
"Document groups","LG38976-3","","34905-0","Neurology Note"
"Document groups","LG38976-3","","57145-5","Neurology Referral note"
"Document groups","LG38976-3","","68556-0","Neurology Diagnostic study note"
"Document groups","LG38976-3","","75221-2","Neurology Progress note"
"Document groups","LG38976-3","","78389-4","Neurology Admission history and physical note"
"Document groups","LG38976-3","","78412-4","Neurology Discharge instructions"
"Document groups","LG38976-3","","78420-7","Neurology Discharge summary"
"Document groups","LG38976-3","","78424-9","Neurology Discharge teaching note"
"Document groups","LG38976-3","","78432-2","Neurology Education note"
"Document groups","LG38976-3","","78458-7","Neurology Flowsheet"
"Document groups","LG38976-3","","78464-5","Neurology History and physical note"
"Document groups","LG38976-3","","78469-4","Neurology Initial evaluation note"
"Document groups","LG38976-3","","78475-1","Neurology procedure note"
"Document groups","LG38976-3","","78491-8","Neurology Transfer summary note"
"Document groups","LG38976-3","","80761-0","Neurology Plan of care note"
"Document groups","LG38976-3","","84225-2","Neurology Administrative note"
"Document groups","LG38976-3","","84226-0","Neurology Admission evaluation note"
"Document groups","LG38976-3","","84227-8","Neurology Hospital Note"
"Document groups","LG38976-3","","84228-6","Neurology Hospital Transfer summary note"
"Document groups","LG38976-3","","84229-4","Neurology Outpatient Note"
"Document groups","LG38976-3","","84231-0","Neurology Telehealth Consult note"
"Document groups","LG38976-3","","84232-8","Neurology Telehealth Note"
"Document groups","LG38976-3","","84233-6","Neurology Telehealth Initial evaluation note"
"Document groups","LG38976-3","","84234-4","Neurology Telephone encounter Note"
"Document groups","LG38976-3","","96139-1","Neurology Evaluation note"
"Document groups","LG38977-1","","100487-8","Neurological surgery Outpatient Progress note"
"Document groups","LG38977-1","","100595-8","Neurological surgery Hospital Progress note"
"Document groups","LG38977-1","","34798-9","Neurological surgery Consult note"
"Document groups","LG38977-1","","34799-7","Neurological surgery Note"
"Document groups","LG38977-1","","57146-3","Neurological surgery Referral note"
"Document groups","LG38977-1","","68687-3","Neurological surgery Diagnostic study note"
"Document groups","LG38977-1","","68688-1","Neurological surgery Discharge summary"
"Document groups","LG38977-1","","68690-7","Neurological surgery History and physical note"
"Document groups","LG38977-1","","68691-5","Neurological surgery Preoperative evaluation and management note"
"Document groups","LG38977-1","","68692-3","Neurological surgery procedure note"
"Document groups","LG38977-1","","68693-1","Neurological surgery Progress note"
"Document groups","LG38977-1","","68694-9","Neurological surgery Hospital Consult note"
"Document groups","LG38977-1","","68695-6","Neurological surgery Hospital Letter"
"Document groups","LG38977-1","","78388-6","Neurological surgery Admission history and physical note"
"Document groups","LG38977-1","","78431-4","Neurological surgery Education note"
"Document groups","LG38977-1","","78449-6","Neurological surgery Checklist"
"Document groups","LG38977-1","","78457-9","Neurological surgery Flowsheet"
"Document groups","LG38977-1","","78487-6","Neurological surgery Surgical operation note"
"Document groups","LG38977-1","","78492-6","Neurological surgery Transfer summary note"
"Document groups","LG38977-1","","80756-0","Neurological surgery Plan of care note"
"Document groups","LG38977-1","","82830-1","Neurological surgery Initial evaluation note"
"Document groups","LG38977-1","","84235-1","Neurological surgery Admission evaluation note"
"Document groups","LG38977-1","","84236-9","Neurological surgery Hospital Note"
"Document groups","LG38977-1","","84237-7","Neurological surgery Outpatient Note"
"Document groups","LG38977-1","","84238-5","Neurological surgery Postoperative evaluation and management note"
"Document groups","LG38977-1","","84239-3","Neurological surgery Telephone encounter Note"
"Document groups","LG38977-1","","94594-9","Neurological surgery Telehealth Note"
"Document groups","LG38977-1","","96129-2","Neurological surgery Evaluation note"
"Document groups","LG38978-9","","100492-8","Nutrition and dietetics Outpatient Progress note"
"Document groups","LG38978-9","","100600-6","Nutrition and dietetics Hospital Progress note"
"Document groups","LG38978-9","","34800-3","Nutrition and dietetics Consult note"
"Document groups","LG38978-9","","34801-1","Nutrition and dietetics Note"
"Document groups","LG38978-9","","57173-7","Nutrition and dietetics Referral note"
"Document groups","LG38978-9","","78415-7","Nutrition and dietetics Discharge instructions"
"Document groups","LG38978-9","","78427-2","Nutrition and dietetics Discharge teaching note"
"Document groups","LG38978-9","","78451-2","Nutrition and dietetics Education note"
